company_rating,job_title,job_location,company_industry,company_size,company_type,company_sector,company_career_opportunities_rating,company_comp_and_benefits_rating,company_culture_and_values_rating,company_work/life_balance_rating,reviews_by_same_job_pros,reviews_by_same_job_cons,employee_benefit_reviews
3.8,3D Designer,"Atlanta, GA",Culture & Entertainment,Unknown,Company - Private,"Arts, Entertainment & Recreation",3.9,4.2,3.6,3.6,"[""Great 401K match"",""Good people.""]","[""The management does produce great and efficient work but not very communicative to employee."",""working at ASD office: no new hire training whatsoever (be careful recent grads) lack of collaboration between offices core office:"",""There's a lack of transparency around finances including company and project health; it's not uncommon to not know your project's financial health until it's already woefully unprofitable.""]","[""Flexible and friendly work environment with remote half day Fridays year round. "",""Half-day Fridays and good work-life balance"",""Half day Fridays and good work-life balance""]"
3.3,Program Coordinator (PC) - Plymouth Road,"Minnetonka, MN",Health Care Services & Hospitals,201 to 500 Employees,Nonprofit Organization,Healthcare,3.2,3.1,3.6,3,"[""Good leadership"",""Good coworkers"",""There is great advancement in the company, Many employees have been there 10, 20, 30, 40 years!!"",""Nice clients""]","[""Leadership doesn’t care."",""Extremely high turn over rate.""]","[""One of the best in the business!"",""While I worked for Mt Olivet rolling acres, my coworker told me a client of mine was dragged my his neck by an overnight staff member which, according to my coworker, left bruising. When I asked my superior if the client's parent or Central Entry Point of had been contacted I was not given a straight answer. It was a month before I saw any action and weeks even later when they fired the overnight staff member.\r\n"",""PTO was fantastic. Not having sick days and having to use you're PTO was not so fantastic.""]"
3.7,College Aide - Business Analyst,Manhattan,Municipal Agencies,Unknown,Government,Government & Public Administration,3.7,3.7,3.2,3.5,"[""The benefits of public service jobs in NYC is free healthcare and pension plans."",""Work life balance is decent"",""life balance, great people""]","[""Low pay and little room for growth"",""There is no benefit to working here anymore under the current t administration"",""WAIT TOO MUCH BUREAUCRACY, CAN BE REALLY STRESSFUL""]","[""Great benefits. Dental and Vision insurance could be better "",""bureaucracy and wait for a long time to get the benefit "",""The pension is great but it's really only worth it if you work for 20+ years.""]"
3.2,Data Analytics Co-op (Spring/Summer 2025),"Seneca Falls, NY",Machinery Manufacturing,10000+ Employees,Company - Public,Manufacturing,3.1,3.3,2.8,3,"[""Generous pay and benefits"",""Diversity of projects, very skilled colleagues"",""Decent hourly Pay for an intern""]",[],"[""The company offers a 401K plan, medical and dental plans and decent leave policies"",""Good overall; no other words"",""Benefits are as one would expect""]"
3.3,Business Intelligence Analyst,"Rochester, NY",Consumer Product Manufacturing,Unknown,Company - Public,Manufacturing,3,3.3,2.9,3.1,"[""People I worked with were great, they ran the machines into the ground with no preventative maintenance and shut the machines down, thier efficiency is more important to them then machine health"",""LOVE IT ALL good money"",""Innovative environment, family atmosphere, positive growth potential."",""Not a lot of over time and will gain great experience working with all kinds of injection mold machines.""]","[""Management is angry all the time.""]","[""Good Benefits Health Insurance, Vision, Dental, as well as multiple other options available"",""Good benefits and experience training"",""Health insurance was expensive with high deductibles!""]"
2.4,Traveling Nurse Practitioner/Physician Assistant,United States,Health Care Services & Hospitals,1001 to 5000 Employees,Company - Private,Healthcare,2.1,2.4,2.5,2.7,"[""Pay is good and the job is easy"",""Responsive management"",""Company low balls pay and refuses to provide benefits to nurses on the front line during the COVID epidemic."",""leadership was helpful""]","[""Pay was good...could be better."",""Poor management."",""Unfortunate pay, bad benefits, sometimes felt like the blind leading the blind"",""Disorganized, late per diem, favoritism among staff by corporate and managers."",""No leadership""]","[""The best thing is that the company offers good commission benefits; the worst thing is that they let you go with a reason."",""half day on fridays are great"",""paid time off,  health insurance""]"
3.9,Electrical Project Engineer,Mississippi,Construction,Unknown,Company - Private,"Construction, Repair & Maintenance Services",3.7,3.8,3.6,3.4,"[""Pay is average."",""Overtime, coworkers are friendly, free insurance after 7 continuous years with the company"",""Pay is good, and managers are nice and helpful,""]","[""Horrible 401K""]","[""Full medical with free dental and vision insurance"",""After 7 years of employment, insurance is covered 100%"",""Free after 7 years of employment""]"
3.8,Software Engineer,"San Jose, CA",Internet & Web Services,10000+ Employees,Company - Public,Information Technology,3.4,3.8,3.7,3.8,"[""Work life balance is good"",""good pay and benefits/working policies"",""Good culture best practices and process followed"",""+ Good benefits""]","[""Work life balance is bad"",""no potential growth; low pay compared with other fintech companies; the tech stack is old."",""5 years, the culture has gone for a toss because of them carrying their bad legacy from past companies."",""Better benefits."",""Frequent layoffs and No stability""]","[""Overall, decent benefits, but not over the top."",""Great benefits including unlimited PTO."",""Benefits are good.  However, health insurance provider could be better.""]"
4.4,VP of Product Design and Development,"Atlanta, GA",Home Furniture & Housewares Stores,51 to 200 Employees,Company - Private,Retail & Wholesale,4,4.3,4.4,4.4,"[""Benefits are great."",""Leadership is also very approachable, caring, and receptive to feedback."",""Ridiculously generous PTO and benefits package, from day 1, along w/ 401K match better than most companies"",""Great coworkers"",""Competitive Pay!""]","[""Leadership is open to changing the ways things work, but it takes time."",""20 days PTO No Sick days."",""Your coworkers are amazing folks who are fun to work with so you find yourself wondering what you're missing out on.""]","[""Great benefits, 3 weeks combined pto"",""Nugget has a pretty generous PTO / Wellness time policy, 401k matching up to 4%, 12 weeks paid parental leave (for non birthing parents as well!), and employee covered health insurance, dental and vision. There is some room for growth with other perks and additional benefits, but the basics are covered. They also do a sabbatical at 5 years!"",""Fully paid for but not many resources for how to understand/use it""]"
3.1,"Software Engineer, Data Platform","Mountain View, CA",Internet & Web Services,51 to 200 Employees,Company - Private,Information Technology,3.2,3.6,3.2,3.4,"[""CEO is mission driven"",""Lots of flexibility and freedom in work.""]","[""CEO is not farsighted."",""Option is a joke when the company cannot move forward and people left like crazy"",""Bad diversity""]","[""The benefits at NewsBreak are very good.  I have a family of four, and the cost for health, vision, dental is very fair."",""Top-tier 401(K) plan with company matching"",""Company is continuously trying to improve on benefits package.""]"
3.6,Senior Data Analyst,"Chicago, IL",Advertising & Public Relations,Unknown,Company - Private,Media & Communication,3.7,3.4,3.7,3.5,"[""People really care about others and are always willing to help out"",""Great company culture"",""Benefits are great, a lot of holiday days off"",""Great work life balance"",""Excellent leadership""]","[""TPN has no work life balance"",""Terrible leadership""]","[""401K match and PTO was decent"",""Great holiday schedule and time off"",""Ample time off. Good health benefits. ""]"
